radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,created_dt,updated_dt,network_type,provider,governorate,district,elevation_m
GSM,415,3,610,16014,0,35.6373,33.9251,4885,50,1,1486773748,1727694067,0,2017-02-11 00:42:28+00:00,2024-09-30 11:01:07+00:00,2G,Touch,Mount Lebanon,El Meten,536
LTE,415,3,804,2037255,0,35.5963,33.9465,711,27,1,1487316889,1751919366,0,2017-02-17 07:34:49+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,El Meten,81
LTE,415,3,805,1920264,0,35.6464,34.016,1166,22,1,1487477417,1738753862,0,2017-02-19 04:10:17+00:00,2025-02-05 11:11:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,109
LTE,415,3,140,1917186,0,35.6437,34.0656,2403,33,1,1487477417,1738877282,0,2017-02-19 04:10:17+00:00,2025-02-06 21:28:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,28
LTE,415,3,140,2147080,0,35.6286,34.0339,1000,21,1,1487477417,1738753862,0,2017-02-19 04:10:17+00:00,2025-02-05 11:11:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,54
LTE,415,3,805,2053127,0,35.6128,33.9743,1000,11,1,1487498791,1751919370,0,2017-02-19 10:06:31+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Kesrwane,59
LTE,415,3,805,1879559,0,35.6433,34.016,1198,33,1,1487477417,1737097262,0,2017-02-19 04:10:17+00:00,2025-01-17 07:01:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,94
LTE,415,3,805,2053126,0,35.615,33.9761,1000,11,1,1487477376,1751919370,0,2017-02-19 04:09:36+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Kesrwane,67
LTE,415,3,805,1929478,0,35.6452,34.0109,800,39,1,1487477417,1738761722,0,2017-02-19 04:10:17+00:00,2025-02-05 13:22:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,38
LTE,415,3,140,1798920,0,35.6419,34.0421,1765,50,1,1487477417,1738877282,0,2017-02-19 04:10:17+00:00,2025-02-06 21:28:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,126
LTE,415,3,140,2147078,0,35.633,34.0444,1110,25,1,1487477417,1738877282,0,2017-02-19 04:10:17+00:00,2025-02-06 21:28:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,41
LTE,415,3,805,1879558,0,35.6473,34.0139,806,28,1,1487477417,1738753863,0,2017-02-19 04:10:17+00:00,2025-02-05 11:11:03+00:00,4G,Touch,Mount Lebanon,Kesrwane,98
LTE,415,3,140,2147079,0,35.6395,34.0395,1963,50,1,1487498791,1738864441,0,2017-02-19 10:06:31+00:00,2025-02-06 17:54:01+00:00,4G,Touch,Mount Lebanon,Kesrwane,149
LTE,415,3,113,1884424,0,35.5842,33.9193,707,41,1,1487498790,1751919369,0,2017-02-19 10:06:30+00:00,2025-07-07 20:16:09+00:00,4G,Touch,Mount Lebanon,El Meten,28
LTE,415,3,805,1929479,0,35.6478,34.0021,500,50,1,1487477417,1737097262,0,2017-02-19 04:10:17+00:00,2025-01-17 07:01:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,72
LTE,415,3,805,1875976,0,35.6399,33.9907,2183,26,1,1487477376,1738846982,0,2017-02-19 04:09:36+00:00,2025-02-06 13:03:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,30
LTE,415,3,805,1921032,0,35.6478,34.0136,1000,3,1,1487477417,1736923420,0,2017-02-19 04:10:17+00:00,2025-01-15 06:43:40+00:00,4G,Touch,Mount Lebanon,Kesrwane,100
UMTS,415,1,5102,366163,271,35.7003,33.8027,5292,19,1,1487526992,1727249944,0,2017-02-19 17:56:32+00:00,2024-09-25 07:39:04+00:00,3G,Alfa,Mount Lebanon,Aley,1308
LTE,415,3,111,1895169,0,35.5343,33.8579,1000,9,1,1487643475,1751919361,0,2017-02-21 02:17:55+00:00,2025-07-07 20:16:01+00:00,4G,Touch,Mount Lebanon,Baabda,83
LTE,415,3,101,1800200,0,35.4949,33.8849,1000,3,1,1487870803,1761635882,0,2017-02-23 17:26:43+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Beirut,Beirut,109
UMTS,415,3,901,19757968,323,35.5201,33.889,1000,15,1,1434476494,1751919364,0,2015-06-16 17:41:34+00:00,2025-07-07 20:16:04+00:00,3G,Touch,Beirut,Beirut,119
LTE,415,3,140,1937158,0,35.6528,34.097,1000,21,1,1488259682,1738753682,0,2017-02-28 05:28:02+00:00,2025-02-05 11:08:02+00:00,4G,Touch,Mount Lebanon,Jbeil,44
LTE,415,3,113,1874695,0,35.6326,33.9297,3713,23,1,1488327669,1738089902,0,2017-03-01 00:21:09+00:00,2025-01-28 18:45:02+00:00,4G,Touch,Mount Lebanon,El Meten,425
GSM,415,3,610,4482,0,35.6308,33.9219,549,50,1,1489061291,1727694067,0,2017-03-09 12:08:11+00:00,2024-09-30 11:01:07+00:00,2G,Touch,Mount Lebanon,El Meten,575
LTE,415,3,122,1803267,0,35.4964,33.8817,2162,27,1,1489662656,1751919370,0,2017-03-16 11:10:56+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Beirut,Beirut,101
LTE,415,3,113,2137094,0,35.657,33.9244,3310,18,1,1489738644,1738090201,0,2017-03-17 08:17:24+00:00,2025-01-28 18:50:01+00:00,4G,Touch,Mount Lebanon,El Meten,667
GSM,415,1,6100,6139,0,35.8148,33.6508,7447,148,1,1489932742,1723729625,0,2017-03-19 14:12:22+00:00,2024-08-15 13:47:05+00:00,2G,Alfa,Bekaa,West Bekaa,907
GSM,415,1,6100,7050,0,35.7822,33.7286,2216,21,1,1489911988,1722938111,0,2017-03-19 08:26:28+00:00,2024-08-06 09:55:11+00:00,2G,Alfa,Bekaa,West Bekaa,889
GSM,415,1,6100,98,0,35.8147,33.6535,7556,108,1,1489926836,1723729625,0,2017-03-19 12:33:56+00:00,2024-08-15 13:47:05+00:00,2G,Alfa,Bekaa,West Bekaa,903
GSM,415,1,6100,6402,0,35.8064,33.6394,7055,112,1,1489926826,1723729624,0,2017-03-19 12:33:46+00:00,2024-08-15 13:47:04+00:00,2G,Alfa,Bekaa,West Bekaa,919
GSM,415,1,6100,7051,0,35.7781,33.7234,1346,28,1,1489912007,1723380002,0,2017-03-19 08:26:47+00:00,2024-08-11 12:40:02+00:00,2G,Alfa,Bekaa,West Bekaa,895
GSM,415,1,6100,4844,0,35.8445,33.7098,12043,66,1,1489911977,1723198631,0,2017-03-19 08:26:17+00:00,2024-08-09 10:17:11+00:00,2G,Alfa,Bekaa,West Bekaa,889
GSM,415,1,6100,99,0,35.8139,33.7743,2901,48,1,1489926826,1722938110,0,2017-03-19 12:33:46+00:00,2024-08-06 09:55:10+00:00,2G,Alfa,Bekaa,Zahle,897
GSM,415,1,6100,6401,0,35.8852,33.7999,5249,62,1,1489920659,1723198630,0,2017-03-19 10:50:59+00:00,2024-08-09 10:17:10+00:00,2G,Alfa,Bekaa,Zahle,900
GSM,415,1,6100,79,0,35.806,33.636,4693,144,1,1489912007,1723729624,0,2017-03-19 08:26:47+00:00,2024-08-15 13:47:04+00:00,2G,Alfa,Bekaa,West Bekaa,913
GSM,415,1,6100,4846,0,35.8878,33.7814,5408,31,1,1489911972,1723198631,0,2017-03-19 08:26:12+00:00,2024-08-09 10:17:11+00:00,2G,Alfa,Bekaa,Zahle,896
UMTS,415,1,5102,383793,458,35.7861,33.7042,5329,42,1,1489920659,1727251864,0,2017-03-19 10:50:59+00:00,2024-09-25 08:11:04+00:00,3G,Alfa,Bekaa,West Bekaa,895
UMTS,415,1,5102,382902,268,35.8175,33.7839,1000,23,1,1489920664,1722938109,0,2017-03-19 10:51:04+00:00,2024-08-06 09:55:09+00:00,3G,Alfa,Bekaa,Zahle,911
LTE,415,3,805,2053128,0,35.6135,33.9762,1000,14,1,1489955946,1751919370,0,2017-03-19 20:39:06+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Kesrwane,58
LTE,415,3,132,1869827,0,35.5474,33.8493,500,32,1,1490331880,1751919361,0,2017-03-24 05:04:40+00:00,2025-07-07 20:16:01+00:00,4G,Touch,Mount Lebanon,Baabda,201
LTE,415,3,802,1794817,0,35.5103,33.8929,1000,5,1,1490586404,1755264542,0,2017-03-27 03:46:44+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Beirut,Beirut,71
LTE,415,3,802,1815814,0,35.5193,33.8886,1000,5,1,1490561166,1751919364,0,2017-03-26 20:46:06+00:00,2025-07-07 20:16:04+00:00,4G,Touch,Beirut,Beirut,113
LTE,415,3,802,1794819,0,35.5072,33.8914,3788,7,1,1490586404,1755264542,0,2017-03-27 03:46:44+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Beirut,Beirut,73
LTE,415,3,803,2026248,0,35.534,33.8774,1000,2,1,1487592800,1738359782,0,2017-02-20 12:13:20+00:00,2025-01-31 21:43:02+00:00,4G,Touch,Mount Lebanon,El Meten,55
LTE,415,3,111,1895170,0,35.5364,33.854,1000,6,1,1490600820,1751919361,0,2017-03-27 07:47:00+00:00,2025-07-07 20:16:01+00:00,4G,Touch,Mount Lebanon,Baabda,112
LTE,415,3,122,1798657,0,35.4963,33.8811,750,30,1,1490735959,1751919370,0,2017-03-28 21:19:19+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Beirut,Beirut,91
LTE,415,3,802,2034689,0,35.5221,33.8948,1000,2,1,1491514406,1765022102,0,2017-04-06 21:33:26+00:00,2025-12-06 11:55:02+00:00,4G,Touch,Beirut,Beirut,80
LTE,415,3,803,2056710,0,35.5625,33.8939,2239,24,1,1491739578,1751919367,0,2017-04-09 12:06:18+00:00,2025-07-07 20:16:07+00:00,4G,Touch,Mount Lebanon,El Meten,39
LTE,415,3,803,2056711,0,35.5576,33.8915,500,50,1,1491750259,1751919367,0,2017-04-09 15:04:19+00:00,2025-07-07 20:16:07+00:00,4G,Touch,Mount Lebanon,El Meten,33
LTE,415,3,111,2211587,0,35.5325,33.8599,1000,4,1,1491809694,1751919361,0,2017-04-10 07:34:54+00:00,2025-07-07 20:16:01+00:00,4G,Touch,Mount Lebanon,Baabda,52
LTE,415,3,120,2026498,0,35.4942,33.8414,1000,5,1,1492185334,1761635882,0,2017-04-14 15:55:34+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,63
LTE,415,3,120,2135302,0,35.4928,33.815,2231,28,1,1492453800,1761635881,0,2017-04-17 18:30:00+00:00,2025-10-28 07:18:01+00:00,4G,Touch,Mount Lebanon,Aley,33
LTE,415,3,120,2135297,0,35.4913,33.8106,1000,23,1,1492185323,1751919370,0,2017-04-14 15:55:23+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Aley,34
LTE,415,3,122,2120968,0,35.4941,33.8429,1000,21,1,1492185334,1755264541,0,2017-04-14 15:55:34+00:00,2025-08-15 13:29:01+00:00,4G,Touch,Mount Lebanon,Baabda,62
LTE,415,3,122,2120963,0,35.494,33.8437,1000,18,1,1492453800,1761635882,0,2017-04-17 18:30:00+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,59
LTE,415,3,802,2251265,0,35.5097,33.895,1000,2,1,1492185334,1755264542,0,2017-04-14 15:55:34+00:00,2025-08-15 13:29:02+00:00,4G,Touch,Beirut,Beirut,52
LTE,415,3,140,2110471,0,35.6509,34.0865,1576,35,1,1505875586,1738877281,0,2017-09-20 02:46:26+00:00,2025-02-06 21:28:01+00:00,4G,Touch,Mount Lebanon,Jbeil,40
LTE,415,3,805,2102791,0,35.6095,33.9711,5422,12,1,1492540200,1751919363,0,2017-04-18 18:30:00+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Mount Lebanon,Kesrwane,63
UMTS,415,1,5102,383511,2,35.794,33.6466,9233,25,1,1492540200,1727251865,0,2017-04-18 18:30:00+00:00,2024-09-25 08:11:05+00:00,3G,Alfa,Bekaa,West Bekaa,890
UMTS,415,1,5102,383272,196,35.8831,33.7618,1539,41,1,1492540200,1723202287,0,2017-04-18 18:30:00+00:00,2024-08-09 11:18:07+00:00,3G,Alfa,Bekaa,West Bekaa,899
UMTS,415,3,901,19757284,388,35.5282,33.8911,1000,2,1,1492540200,1725390182,0,2017-04-18 18:30:00+00:00,2024-09-03 19:03:02+00:00,3G,Touch,Beirut,Beirut,80
LTE,415,3,805,2102785,0,35.614,33.9717,4122,13,1,1492540200,1751919363,0,2017-04-18 18:30:00+00:00,2025-07-07 20:16:03+00:00,4G,Touch,Mount Lebanon,Kesrwane,87
LTE,415,3,120,2109446,0,35.499,33.8258,1031,31,1,1505906876,1751919370,0,2017-09-20 11:27:56+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Baabda,36
UMTS,415,1,5102,383472,172,35.8531,33.7198,973,133,1,1493742685,1726301523,0,2017-05-02 16:31:25+00:00,2024-09-14 08:12:03+00:00,3G,Alfa,Bekaa,West Bekaa,893
UMTS,415,1,5102,378262,244,35.8975,33.7824,1094,88,1,1493711201,1723198630,0,2017-05-02 07:46:41+00:00,2024-08-09 10:17:10+00:00,3G,Alfa,Bekaa,Zahle,895
GSM,415,1,6125,1239,-1,35.5641,33.8512,1291,12,1,1492840783,1723649522,0,2017-04-22 05:59:43+00:00,2024-08-14 15:32:02+00:00,2G,Alfa,Mount Lebanon,El Meten,258
UMTS,415,1,5102,366162,428,35.7286,33.8009,3205,28,1,1494081873,1727249944,0,2017-05-06 14:44:33+00:00,2024-09-25 07:39:04+00:00,3G,Alfa,Mount Lebanon,Baabda,1383
UMTS,415,1,5102,383121,122,35.8319,33.6754,973,118,1,1494160142,1723202290,0,2017-05-07 12:29:02+00:00,2024-08-09 11:18:10+00:00,3G,Alfa,Bekaa,West Bekaa,896
UMTS,415,1,5102,383122,426,35.8212,33.6598,1000,30,1,1494153568,1723114384,0,2017-05-07 10:39:28+00:00,2024-08-08 10:53:04+00:00,3G,Alfa,Bekaa,West Bekaa,896
LTE,415,3,807,2145798,0,35.4563,33.3919,2432,3,1,1494344275,1742485202,0,2017-05-09 15:37:55+00:00,2025-03-20 15:40:02+00:00,4G,Touch,El Nabatieh,El Nabatieh,511
LTE,415,3,113,1837063,0,35.634,33.9249,1000,17,1,1494755665,1738089902,0,2017-05-14 09:54:25+00:00,2025-01-28 18:45:02+00:00,4G,Touch,Mount Lebanon,El Meten,490
LTE,415,3,113,1874694,0,35.6292,33.9318,2637,29,1,1494697115,1738089902,0,2017-05-13 17:38:35+00:00,2025-01-28 18:45:02+00:00,4G,Touch,Mount Lebanon,El Meten,354
LTE,415,3,113,2201865,0,35.6408,33.9239,5120,39,1,1505316483,1738090201,0,2017-09-13 15:28:03+00:00,2025-01-28 18:50:01+00:00,4G,Touch,Mount Lebanon,El Meten,557
LTE,415,3,140,2211847,0,35.6329,34.176,1000,21,1,1505396887,1727704203,0,2017-09-14 13:48:07+00:00,2024-09-30 13:50:03+00:00,4G,Touch,Mount Lebanon,Jbeil,41
LTE,415,3,440,1927942,0,35.698,34.2831,6495,50,1,1505396082,1727703722,0,2017-09-14 13:34:42+00:00,2024-09-30 13:42:02+00:00,4G,Touch,North,El Batroun,149
LTE,415,3,120,2109447,0,35.5009,33.8217,532,33,1,1505401707,1751919370,0,2017-09-14 15:08:27+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Aley,33
LTE,415,3,440,1806854,0,35.7085,34.2986,1008,50,1,1505395991,1727703722,0,2017-09-14 13:33:11+00:00,2024-09-30 13:42:02+00:00,4G,Touch,North,El Koura,97
LTE,415,3,440,1927943,0,35.6768,34.2681,1670,36,1,1505396172,1727703846,0,2017-09-14 13:36:12+00:00,2024-09-30 13:44:06+00:00,4G,Touch,North,El Batroun,68
LTE,415,3,140,1919239,0,35.6407,34.0551,1000,22,1,1505397515,1738877282,0,2017-09-14 13:58:35+00:00,2025-02-06 21:28:02+00:00,4G,Touch,Mount Lebanon,Kesrwane,54
LTE,415,3,120,2055174,0,35.4961,33.8378,1000,11,1,1505905231,1761635881,0,2017-09-20 11:00:31+00:00,2025-10-28 07:18:01+00:00,4G,Touch,Mount Lebanon,Baabda,62
LTE,415,3,113,1818625,0,35.5796,33.9098,1000,19,1,1505915335,1751919366,0,2017-09-20 13:48:55+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,El Meten,38
LTE,415,3,113,1859335,0,35.6362,33.9215,4264,24,1,1505917941,1738090201,0,2017-09-20 14:32:21+00:00,2025-01-28 18:50:01+00:00,4G,Touch,Mount Lebanon,El Meten,595
LTE,415,3,113,1848578,0,35.6636,33.9224,1000,10,1,1505918188,1738090502,0,2017-09-20 14:36:28+00:00,2025-01-28 18:55:02+00:00,4G,Touch,Mount Lebanon,El Meten,732
LTE,415,3,113,2214145,0,35.6106,33.9225,1194,6,1,1505935790,1727694066,0,2017-09-20 19:29:50+00:00,2024-09-30 11:01:06+00:00,4G,Touch,Mount Lebanon,El Meten,333
LTE,415,3,113,1874696,0,35.6185,33.9286,3091,21,1,1505997531,1738089902,0,2017-09-21 12:38:51+00:00,2025-01-28 18:45:02+00:00,4G,Touch,Mount Lebanon,El Meten,336
LTE,415,3,803,2056199,0,35.5541,33.8889,1000,12,1,1505996259,1751919367,0,2017-09-21 12:17:39+00:00,2025-07-07 20:16:07+00:00,4G,Touch,Mount Lebanon,El Meten,39
LTE,415,3,803,2056198,0,35.5543,33.8896,500,50,1,1505996402,1751919367,0,2017-09-21 12:20:02+00:00,2025-07-07 20:16:07+00:00,4G,Touch,Mount Lebanon,El Meten,34
LTE,415,3,113,1818626,0,35.5806,33.9081,1000,17,1,1505995130,1737484622,0,2017-09-21 11:58:50+00:00,2025-01-21 18:37:02+00:00,4G,Touch,Mount Lebanon,El Meten,36
LTE,415,3,805,2060806,0,35.6023,33.9596,1000,21,1,1506270750,1751919370,0,2017-09-24 16:32:30+00:00,2025-07-07 20:16:10+00:00,4G,Touch,Mount Lebanon,Kesrwane,39
LTE,415,3,113,1884419,0,35.5851,33.9198,500,50,1,1506318182,1751919366,0,2017-09-25 05:43:02+00:00,2025-07-07 20:16:06+00:00,4G,Touch,Mount Lebanon,El Meten,29
UMTS,415,1,5102,382741,76,35.8985,33.7792,2736,9,1,1506529587,1723198630,0,2017-09-27 16:26:27+00:00,2024-08-09 10:17:10+00:00,3G,Alfa,Bekaa,Zahle,895
LTE,415,3,120,2055176,0,35.495,33.8375,1373,21,1,1507963918,1761635882,0,2017-10-14 06:51:58+00:00,2025-10-28 07:18:02+00:00,4G,Touch,Mount Lebanon,Baabda,59
LTE,415,1,312,11010306,0,35.6352,34.0174,2393,35,1,1547554590,1743176823,0,2019-01-15 12:16:30+00:00,2025-03-28 15:47:03+00:00,4G,Alfa,Mount Lebanon,Kesrwane,82
LTE,415,1,312,11010305,0,35.632,34.0222,1000,24,1,1547653138,1749686048,0,2019-01-16 15:38:58+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,Kesrwane,80
UMTS,415,1,3103,672581,353,35.4966,33.8823,1000,12,1,1577431494,1758410883,0,2019-12-27 07:24:54+00:00,2025-09-20 23:28:03+00:00,3G,Alfa,Beirut,Beirut,105
LTE,415,1,412,10578177,0,35.5568,33.8949,1000,19,1,1586435506,1743176821,0,2020-04-09 12:31:46+00:00,2025-03-28 15:47:01+00:00,4G,Alfa,Mount Lebanon,El Meten,38
LTE,415,1,413,10501379,0,35.5028,33.8931,500,32,1,1586440814,1743176830,0,2020-04-09 14:00:14+00:00,2025-03-28 15:47:10+00:00,4G,Alfa,Beirut,Beirut,64
LTE,415,1,212,10534147,0,35.5187,33.8793,1000,33,1,1587559727,1726486503,0,2020-04-22 12:48:47+00:00,2024-09-16 11:35:03+00:00,4G,Alfa,Beirut,Beirut,59
LTE,415,1,412,10511875,0,35.5681,33.8994,652,49,1,1587648753,1749686048,0,2020-04-23 13:32:33+00:00,2025-06-11 23:54:08+00:00,4G,Alfa,Mount Lebanon,El Meten,29
LTE,415,1,412,10497793,0,35.5617,33.8958,1000,21,1,1587648791,1743176821,0,2020-04-23 13:33:11+00:00,2025-03-28 15:47:01+00:00,4G,Alfa,Mount Lebanon,El Meten,34
LTE,415,1,414,10531841,0,35.5484,33.8946,578,25,1,1587648842,1743176821,0,2020-04-23 13:34:02+00:00,2025-03-28 15:47:01+00:00,4G,Alfa,Mount Lebanon,El Meten,34
LTE,415,1,414,10541569,0,35.5377,33.8963,500,38,1,1587648993,1743176821,0,2020-04-23 13:36:33+00:00,2025-03-28 15:47:01+00:00,4G,Alfa,Mount Lebanon,El Meten,28
LTE,415,1,113,11061763,0,35.6665,33.8015,2267,36,1,1594188591,1727249704,0,2020-07-08 06:09:51+00:00,2024-09-25 07:35:04+00:00,4G,Alfa,Mount Lebanon,Aley,1164
LTE,415,1,113,11061768,-1,35.6733,33.7999,1000,9,1,1594179085,1727249704,0,2020-07-08 03:31:25+00:00,2024-09-25 07:35:04+00:00,4G,Alfa,Mount Lebanon,Aley,1218
LTE,415,1,113,11013378,-1,35.6623,33.8011,1193,43,1,1594179328,1727249704,0,2020-07-08 03:35:28+00:00,2024-09-25 07:35:04+00:00,4G,Alfa,Mount Lebanon,Aley,1159
LTE,415,1,113,11013383,-1,35.6668,33.8023,1070,10,1,1594179435,1727249704,0,2020-07-08 03:37:15+00:00,2024-09-25 07:35:04+00:00,4G,Alfa,Mount Lebanon,Aley,1154
LTE,415,1,113,11063297,-1,35.6473,33.8081,1095,17,1,1594179465,1727249703,0,2020-07-08 03:37:45+00:00,2024-09-25 07:35:03+00:00,4G,Alfa,Mount Lebanon,Aley,1079
LTE,415,1,113,11010049,-1,35.6419,33.8097,1519,44,1,1594179504,1727249703,0,2020-07-08 03:38:24+00:00,2024-09-25 07:35:03+00:00,4G,Alfa,Mount Lebanon,Baabda,1071
LTE,415,1,113,11091204,-1,35.6398,33.8062,2174,24,1,1594179540,1727249703,0,2020-07-08 03:39:00+00:00,2024-09-25 07:35:03+00:00,4G,Alfa,Mount Lebanon,Aley,1010
LTE,415,1,113,11010051,-1,35.6274,33.813,1000,19,1,1594179651,1727249345,0,2020-07-08 03:40:51+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Baabda,1012
LTE,415,1,214,11077377,-1,35.6249,33.8132,1000,23,1,1594179666,1727249345,0,2020-07-08 03:41:06+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Aley,981
LTE,415,1,214,11077378,-1,35.6211,33.8133,1000,24,1,1594179711,1727249345,0,2020-07-08 03:41:51+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Aley,950
LTE,415,1,214,11077379,-1,35.62,33.8159,1000,23,1,1594179728,1727249345,0,2020-07-08 03:42:08+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Baabda,900
LTE,415,1,214,10608898,-1,35.6164,33.8153,1000,9,1,1594179790,1727249345,0,2020-07-08 03:43:10+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Aley,907
LTE,415,1,214,10608900,-1,35.6121,33.8148,500,33,1,1594179814,1727249345,0,2020-07-08 03:43:34+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Aley,868
LTE,415,1,214,10525702,-1,35.6077,33.8164,1000,11,1,1594179859,1727249345,0,2020-07-08 03:44:19+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Aley,813
LTE,415,1,214,10525697,-1,35.6063,33.818,1000,18,1,1594179867,1727249345,0,2020-07-08 03:44:27+00:00,2024-09-25 07:29:05+00:00,4G,Alfa,Mount Lebanon,Aley,787
LTE,415,1,214,10525699,-1,35.6018,33.8216,533,39,1,1594179893,1727249344,0,2020-07-08 03:44:53+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Aley,744
LTE,415,1,214,10513666,-1,35.607,33.8287,1507,42,1,1594179934,1727249344,0,2020-07-08 03:45:34+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,624
LTE,415,1,214,10525953,-1,35.5906,33.8272,1000,17,1,1594179997,1727249344,0,2020-07-08 03:46:37+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,633
LTE,415,1,214,10525954,-1,35.5892,33.8246,1000,13,1,1594180043,1727249344,0,2020-07-08 03:47:23+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Aley,591
LTE,415,1,214,10583553,-1,35.5877,33.827,1000,13,1,1594180083,1727249344,0,2020-07-08 03:48:03+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,565
LTE,415,1,214,10614018,-1,35.5864,33.8297,500,33,1,1594180111,1727249344,0,2020-07-08 03:48:31+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,530
LTE,415,1,214,10614019,-1,35.5796,33.8312,1172,24,1,1594180152,1727249344,0,2020-07-08 03:49:12+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,384
LTE,415,1,214,10522881,-1,35.5818,33.8295,500,37,1,1594180180,1727249344,0,2020-07-08 03:49:40+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,431
LTE,415,1,214,10522883,-1,35.5752,33.829,848,39,1,1594180232,1727249344,0,2020-07-08 03:50:32+00:00,2024-09-25 07:29:04+00:00,4G,Alfa,Mount Lebanon,Baabda,403
LTE,415,1,214,10512643,-1,35.5607,33.8417,1769,15,1,1594180327,1727249343,0,2020-07-08 03:52:07+00:00,2024-09-25 07:29:03+00:00,4G,Alfa,Mount Lebanon,Baabda,242
LTE,415,1,214,10512641,-1,35.5637,33.8368,756,50,1,1594180330,1727249343,0,2020-07-08 03:52:10+00:00,2024-09-25 07:29:03+00:00,4G,Alfa,Mount Lebanon,Baabda,349
LTE,415,1,214,10576898,-1,35.5562,33.8452,1000,15,1,1594180390,1727249343,0,2020-07-08 03:53:10+00:00,2024-09-25 07:29:03+00:00,4G,Alfa,Mount Lebanon,Baabda,255
LTE,415,1,214,10576899,-1,35.5516,33.8548,1030,50,1,1594180437,1727249343,0,2020-07-08 03:53:57+00:00,2024-09-25 07:29:03+00:00,4G,Alfa,Mount Lebanon,Baabda,74
LTE,415,1,214,10558977,-1,35.5507,33.85,1266,34,1,1594180459,1727249343,0,2020-07-08 03:54:19+00:00,2024-09-25 07:29:03+00:00,4G,Alfa,Mount Lebanon,Baabda,220
LTE,415,1,214,10558978,-1,35.5482,33.8493,521,38,1,1594180472,1727249343,0,2020-07-08 03:54:32+00:00,2024-09-25 07:29:03+00:00,4G,Alfa,Mount Lebanon,Baabda,211
LTE,415,1,214,10526467,-1,35.5439,33.8501,738,42,1,1594180489,1727249343,0,2020-07-08 03:54:49+00:00,2024-09-25 07:29:03+00:00,4G,Alfa,Mount Lebanon,Baabda,186
LTE,415,1,214,10507521,-1,35.5395,33.8514,1000,11,1,1594180515,1749686043,0,2020-07-08 03:55:15+00:00,2025-06-11 23:54:03+00:00,4G,Alfa,Mount Lebanon,Baabda,153
LTE,415,1,214,10549506,-1,35.5363,33.854,1000,16,1,1594180553,1749686043,0,2020-07-08 03:55:53+00:00,2025-06-11 23:54:03+00:00,4G,Alfa,Mount Lebanon,Baabda,110
LTE,415,1,215,10547458,0,35.4897,33.8261,3035,25,1,1604059032,1749686050,0,2020-10-30 11:57:12+00:00,2025-06-11 23:54:10+00:00,4G,Alfa,Mount Lebanon,Baabda,32
